spectrum_id,spectrum,category,wavenumbers,snr,resolution,artifacts
RS_1391,[0.03407952 0.03405717 0.03366613 ... 0.10263361 0.10281724 0.10313499],biological,[ 100  102  104 ... 3194 3196 3198],78.96120321183933,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1392,[0.06521938 0.07315322 0.07684483 ... 0.01488742 0.01731933 0.0219839 ],biological,[ 100  102  104 ... 3194 3196 3198],28.950797718460315,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1393,[0.00406343 0.00462293 0.00494132 ... 0.         0.00033747 0.0003578 ],biological,[ 100  102  104 ... 3194 3196 3198],77.8314178751846,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1394,[0.25977355 0.25896464 0.26322958 ... 0.12525991 0.10725399 0.13417785],biological,[ 100  102  104 ... 3194 3196 3198],10.023435671409807,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1395,[0.15193966 0.15161273 0.15158113 ... 0.00452658 0.00461654 0.00470558],biological,[ 100  102  104 ... 3194 3196 3198],68.57821502008957,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1396,[0.15720344 0.10376511 0.12041309 ... 0.07864497 0.08411645 0.06850757],biological,[ 100  102  104 ... 3194 3196 3198],23.257533546063573,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1397,"[2.66250243e-04 2.00997770e-04 1.48165024e-04 ... 1.66952880e-01
 1.67130513e-01 1.67268993e-01]",biological,[ 100  102  104 ... 3194 3196 3198],69.69101699851252,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1398,[0.30546846 0.32496241 0.31848864 ... 0.00419187 0.01241411 0.02192475],biological,[ 100  102  104 ... 3194 3196 3198],29.284629529770204,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1399,[0.09160348 0.08996637 0.07501839 ... 0.24016442 0.22213531 0.23320164],biological,[ 100  102  104 ... 3194 3196 3198],19.456875455207783,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1400,[0.15453453 0.15449413 0.15500604 ... 0.00036857 0.00057069 0.        ],biological,[ 100  102  104 ... 3194 3196 3198],67.41055259447874,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1401,[0.00213315 0.00208047 0.00197945 ... 0.24209573 0.24231241 0.24305164],biological,[ 100  102  104 ... 3194 3196 3198],71.29868566049565,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1402,[0.01292056 0.01320731 0.01338922 ... 0.00019789 0.         0.00020637],biological,[ 100  102  104 ... 3194 3196 3198],78.66249693839958,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1403,"[0.00000000e+00 1.31172565e-04 8.02481247e-04 ... 1.37058768e-01
 1.36710635e-01 1.36587563e-01]",biological,[ 100  102  104 ... 3194 3196 3198],56.274700182530324,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1404,[0.02023853 0.04234781 0.02323094 ... 0.12004906 0.13040147 0.12870706],biological,[ 100  102  104 ... 3194 3196 3198],19.79549714831924,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1405,[0.19253923 0.19399763 0.19204418 ... 0.00251765 0.         0.00144489],biological,[ 100  102  104 ... 3194 3196 3198],34.62729285971224,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1406,[0.13671411 0.17048353 0.12579161 ... 0.29405701 0.27300726 0.29668535],biological,[ 100  102  104 ... 3194 3196 3198],14.325924370510425,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1407,[0.01681214 0.04863983 0.01609435 ... 0.16165675 0.16781236 0.15329828],biological,[ 100  102  104 ... 3194 3196 3198],17.045413795800236,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1408,[0.20156703 0.19964037 0.2001707  ... 0.00049287 0.00059407 0.00164242],biological,[ 100  102  104 ... 3194 3196 3198],46.374002995862696,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1409,[0.00383489 0.00077631 0.00249053 ... 0.23152667 0.23294034 0.23463885],biological,[ 100  102  104 ... 3194 3196 3198],38.10226897009054,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1410,[0.02586299 0.02367899 0.02425175 ... 0.17211783 0.17793625 0.1842874 ],biological,[ 100  102  104 ... 3194 3196 3198],27.035437346777922,2,"{'cosmic_spike': True, 'fluorescence': False}"
RS_1411,[0.22156668 0.2213328  0.22089756 ... 0.09833144 0.09843281 0.09881086],biological,[ 100  102  104 ... 3194 3196 3198],65.65545621361964,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1412,[0.         0.00033516 0.0009634  ... 0.14370813 0.14389872 0.14343749],biological,[ 100  102  104 ... 3194 3196 3198],74.69193174786145,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1413,[0.228112   0.18724575 0.114819   ... 0.12368498 0.15261679 0.10269996],biological,[ 100  102  104 ... 3194 3196 3198],9.711242094364842,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1414,[0.4173005  0.41709064 0.41629751 ... 0.00108647 0.00080314 0.        ],biological,[ 100  102  104 ... 3194 3196 3198],67.41618075363812,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1415,[0.12804374 0.1089178  0.09061766 ... 0.10121617 0.05539719 0.04437444],biological,[ 100  102  104 ... 3194 3196 3198],23.07604969327725,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1416,[0.02216734 0.02208702 0.02189487 ... 0.08673082 0.08669756 0.08699117],biological,[ 100  102  104 ... 3194 3196 3198],60.96965729822056,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1417,[0.00346488 0.00318459 0.00357612 ... 0.30411356 0.30450772 0.30512986],biological,[ 100  102  104 ... 3194 3196 3198],68.7153595872572,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1418,[0.08229063 0.08257191 0.08229388 ... 0.         0.00079796 0.00090378],biological,[ 100  102  104 ... 3194 3196 3198],47.03844313832291,2,"{'cosmic_spike': True, 'fluorescence': False}"
RS_1419,[0.24061699 0.26589059 0.30057507 ... 0.10115523 0.06119498 0.03722172],biological,[ 100  102  104 ... 3194 3196 3198],11.20906133884612,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1420,[0.28675064 0.27065139 0.26889765 ... 0.02703248 0.02321008 0.02565532],biological,[ 100  102  104 ... 3194 3196 3198],28.362672211758586,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1421,[0.12867525 0.12770148 0.1277892  ... 0.14895425 0.15024627 0.14957467],biological,[ 100  102  104 ... 3194 3196 3198],76.13201062333783,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1422,[0.00188151 0.00405138 0.00759754 ... 0.08263086 0.09605243 0.09244974],biological,[ 100  102  104 ... 3194 3196 3198],28.71826055263558,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1423,[0.00075392 0.         0.00067886 ... 0.26187492 0.26194206 0.26233368],biological,[ 100  102  104 ... 3194 3196 3198],69.74476852898792,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1424,[0.00462055 0.00221251 0.01020248 ... 0.11625356 0.11803899 0.11427817],biological,[ 100  102  104 ... 3194 3196 3198],31.566718957347753,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1425,[0.1362181  0.13603435 0.13555571 ... 0.14483828 0.14550019 0.14587318],biological,[ 100  102  104 ... 3194 3196 3198],63.70950130277505,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1426,[0.29673611 0.2973993  0.29647417 ... 0.         0.00137822 0.00075725],biological,[ 100  102  104 ... 3194 3196 3198],51.38992081431205,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1427,[0.         0.00024456 0.00071984 ... 0.16300362 0.16266392 0.16249771],biological,[ 100  102  104 ... 3194 3196 3198],73.46798473818941,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1428,[0.0004082  0.00045894 0.         ... 0.3262234  0.32653722 0.32611644],biological,[ 100  102  104 ... 3194 3196 3198],69.83040874000396,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1429,[0.24150321 0.14039533 0.24766353 ... 0.26622873 0.45213724 0.35953664],biological,[ 100  102  104 ... 3194 3196 3198],8.43212661936238,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1430,[0.         0.00024044 0.00054418 ... 0.23054409 0.23036089 0.23034706],biological,[ 100  102  104 ... 3194 3196 3198],69.9214305613435,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1431,[0.         0.00047614 0.00056334 ... 0.374643   0.37455157 0.37439167],biological,[ 100  102  104 ... 3194 3196 3198],65.00984075879987,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1432,[0.00029227 0.         0.00071862 ... 0.25504869 0.25506844 0.25455969],biological,[ 100  102  104 ... 3194 3196 3198],67.8950431165357,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1433,[0.08555299 0.08334201 0.08441993 ... 0.14849518 0.14953953 0.14840835],biological,[ 100  102  104 ... 3194 3196 3198],48.838101894211945,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1434,"[5.00570766e-05 0.00000000e+00 3.82529434e-04 ... 2.80293145e-01
 2.80406355e-01 2.80833826e-01]",biological,[ 100  102  104 ... 3194 3196 3198],72.14179465123667,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1435,[0.18974693 0.17404239 0.18364817 ... 0.07669182 0.07437005 0.0944    ],biological,[ 100  102  104 ... 3194 3196 3198],17.74863021831978,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1436,[0.12537717 0.11471572 0.14799237 ... 0.06331995 0.08534672 0.10236662],biological,[ 100  102  104 ... 3194 3196 3198],15.123399809058872,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1437,[0.12575758 0.21618342 0.00219376 ... 0.33387359 0.42183219 0.30669436],biological,[ 100  102  104 ... 3194 3196 3198],9.90454042051675,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1438,"[2.01877350e-01 2.01544881e-01 2.01676619e-01 ... 5.62835384e-04
 1.75553122e-04 0.00000000e+00]",biological,[ 100  102  104 ... 3194 3196 3198],66.14701075315352,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1439,[0.00078479 0.00054163 0.00013218 ... 0.05456889 0.05422875 0.05420489],biological,[ 100  102  104 ... 3194 3196 3198],46.98581834657894,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1440,[0.00056925 0.00131003 0.003081   ... 0.2854609  0.28617287 0.28595833],biological,[ 100  102  104 ... 3194 3196 3198],42.8097201947854,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1441,[0.15309351 0.15374674 0.11723599 ... 0.06603689 0.03832281 0.04161535],biological,[ 100  102  104 ... 3194 3196 3198],19.697870169111393,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1442,[0.1718319  0.17532968 0.16769115 ... 0.0130955  0.01904201 0.00581284],biological,[ 100  102  104 ... 3194 3196 3198],27.641774478931907,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1443,[0.02055994 0.02036805 0.020206   ... 0.16146976 0.16156095 0.16180922],biological,[ 100  102  104 ... 3194 3196 3198],75.64904711006128,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1444,[0.30947752 0.30984749 0.31000783 ... 0.00114122 0.00054946 0.        ],biological,[ 100  102  104 ... 3194 3196 3198],68.40555905318729,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1445,[0.27004685 0.27916391 0.20534074 ... 0.15283654 0.16020886 0.21600292],biological,[ 100  102  104 ... 3194 3196 3198],11.820708642860325,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1446,[0.19934732 0.22237384 0.21064214 ... 0.04753407 0.         0.08032717],biological,[ 100  102  104 ... 3194 3196 3198],15.85623659481952,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1447,[0.04664534 0.00249986 0.05318116 ... 0.033768   0.04115376 0.05121985],biological,[ 100  102  104 ... 3194 3196 3198],20.498592610158898,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1448,[0.00113705 0.00164876 0.         ... 0.27580127 0.27333361 0.27838527],biological,[ 100  102  104 ... 3194 3196 3198],41.20768022496206,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1449,[0.03386727 0.03429866 0.03458892 ... 0.00070262 0.00041145 0.        ],biological,[ 100  102  104 ... 3194 3196 3198],77.53308687302042,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1450,"[3.40792540e-01 3.40709190e-01 3.40500480e-01 ... 6.47851775e-04
 1.94243133e-04 0.00000000e+00]",biological,[ 100  102  104 ... 3194 3196 3198],76.27543767829238,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1451,[0.04454554 0.01449151 0.02255847 ... 0.14653321 0.15713885 0.10279342],biological,[ 100  102  104 ... 3194 3196 3198],15.828096793528028,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1452,[0.01453837 0.01499411 0.01451589 ... 0.11806138 0.11771585 0.11818597],biological,[ 100  102  104 ... 3194 3196 3198],78.25788683701857,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1453,"[6.36387171e-02 6.39117773e-02 6.41476073e-02 ... 1.69459920e-04
 0.00000000e+00 4.31255232e-05]",biological,[ 100  102  104 ... 3194 3196 3198],71.54991109382863,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1454,[0.00462263 0.02383949 0.00550515 ... 0.01154616 0.0165014  0.02475274],biological,[ 100  102  104 ... 3194 3196 3198],27.46901514642394,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1455,[0.08714738 0.11174212 0.01734256 ... 0.16799303 0.12835702 0.11373827],biological,[ 100  102  104 ... 3194 3196 3198],16.354445707412687,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1456,[0.08252477 0.08203262 0.08214606 ... 0.01616647 0.01630793 0.01660279],biological,[ 100  102  104 ... 3194 3196 3198],74.1563824646863,2,"{'cosmic_spike': True, 'fluorescence': True}"
RS_1457,[0.04934467 0.04937587 0.04918386 ... 0.06273773 0.06329714 0.06330921],biological,[ 100  102  104 ... 3194 3196 3198],68.58495848639518,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1458,[0.25590925 0.2591683  0.26052006 ... 0.00379434 0.00192059 0.        ],biological,[ 100  102  104 ... 3194 3196 3198],39.797526931711644,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1459,[0.09186557 0.09519733 0.09133247 ... 0.00220845 0.00438808 0.00127306],biological,[ 100  102  104 ... 3194 3196 3198],44.44147989636081,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1460,"[5.07294344e-01 5.07277949e-01 5.06631553e-01 ... 4.99063743e-04
 3.13711607e-04 0.00000000e+00]",biological,[ 100  102  104 ... 3194 3196 3198],57.07805168255555,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1461,[0.36392057 0.27929928 0.31758195 ... 0.05195582 0.04031017 0.05184239],biological,[ 100  102  104 ... 3194 3196 3198],15.242113136547282,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1462,[0.51030772 0.508966   0.50728455 ... 0.24280313 0.24246262 0.24475477],biological,[ 100  102  104 ... 3194 3196 3198],51.44299229697084,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1463,[0.00202988 0.00193238 0.00122278 ... 0.0029322  0.00232025 0.        ],biological,[ 100  102  104 ... 3194 3196 3198],44.79346819303453,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1464,[0.16033343 0.17501475 0.13156456 ... 0.12286893 0.16427022 0.15208141],biological,[ 100  102  104 ... 3194 3196 3198],22.580918683499412,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1465,[0.14008274 0.13957994 0.1389614  ... 0.16364258 0.16406122 0.16470079],biological,[ 100  102  104 ... 3194 3196 3198],72.49947856937474,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1466,[0.01357424 0.00673182 0.0139074  ... 0.1896407  0.18807277 0.17864653],biological,[ 100  102  104 ... 3194 3196 3198],31.94545692217277,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1467,[0.12415044 0.12403528 0.12391137 ... 0.00047871 0.         0.00048632],biological,[ 100  102  104 ... 3194 3196 3198],71.31123200783814,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1468,[0.15876016 0.16098031 0.16038254 ... 0.01642287 0.01631773 0.01680838],biological,[ 100  102  104 ... 3194 3196 3198],46.63813271157893,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1469,[0.43101857 0.43030032 0.42918649 ... 0.09706864 0.09763242 0.09780275],biological,[ 100  102  104 ... 3194 3196 3198],76.63886179160022,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1470,[0.24724219 0.2557104  0.23546201 ... 0.11130102 0.14487946 0.12626323],biological,[ 100  102  104 ... 3194 3196 3198],19.35035532611987,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1471,[0.1849811  0.17291898 0.14840404 ... 0.06153556 0.03796037 0.03717121],biological,[ 100  102  104 ... 3194 3196 3198],25.45291738696222,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1472,[0.         0.00062062 0.0007902  ... 0.26235295 0.26251254 0.26263768],biological,[ 100  102  104 ... 3194 3196 3198],74.15246288809855,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1473,[0.0616416  0.05643728 0.0415482  ... 0.63647494 0.64545605 0.64634895],biological,[ 100  102  104 ... 3194 3196 3198],28.117187337134894,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1474,[0.01787255 0.0149844  0.01766795 ... 0.03923909 0.03954126 0.03688324],biological,[ 100  102  104 ... 3194 3196 3198],29.572383323784535,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1475,[0.1686438  0.16960022 0.16911305 ... 0.00319792 0.         0.00168708],biological,[ 100  102  104 ... 3194 3196 3198],45.478693001086555,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1476,[0.2111047  0.21109766 0.21091425 ... 0.         0.0003725  0.00021197],biological,[ 100  102  104 ... 3194 3196 3198],61.23457095815977,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1477,[0.45903259 0.37623687 0.35174112 ... 0.04641937 0.08688519 0.09307349],biological,[ 100  102  104 ... 3194 3196 3198],12.332467889047154,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1478,[0.05957757 0.07430163 0.06877342 ... 0.00896739 0.00676094 0.02029725],biological,[ 100  102  104 ... 3194 3196 3198],25.4746161145906,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1479,"[1.33602538e-01 1.33645206e-01 1.33707865e-01 ... 1.42270216e-04
 0.00000000e+00 5.52261941e-06]",biological,[ 100  102  104 ... 3194 3196 3198],77.90636749735356,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1480,[0.01044228 0.01058422 0.01044343 ... 0.15125458 0.15159045 0.15234903],biological,[ 100  102  104 ... 3194 3196 3198],53.98076196481267,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1481,"[0.00000000e+00 9.24683653e-05 3.27703415e-04 ... 1.66485545e-01
 1.66382666e-01 1.66795561e-01]",biological,[ 100  102  104 ... 3194 3196 3198],64.79991360669501,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1482,[0.36822396 0.35904719 0.36651055 ... 0.02261022 0.01650517 0.0300473 ],biological,[ 100  102  104 ... 3194 3196 3198],30.04867848647497,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1483,[0.00011889 0.0007851  0.         ... 0.04538275 0.04567744 0.04550453],biological,[ 100  102  104 ... 3194 3196 3198],54.97078835056778,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1484,[0.16931142 0.17098481 0.16656822 ... 0.1343299  0.14136973 0.13540829],biological,[ 100  102  104 ... 3194 3196 3198],37.22888568376187,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1485,[0.39947612 0.25381624 0.33741511 ... 0.03729872 0.38957202 0.2119848 ],biological,[ 100  102  104 ... 3194 3196 3198],5.143760644834898,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1486,[0.0015013  0.00104425 0.00146881 ... 0.0537117  0.05561921 0.05406341],biological,[ 100  102  104 ... 3194 3196 3198],43.89930829425949,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1487,[0.14076826 0.14117926 0.1412071  ... 0.00063619 0.0006808  0.        ],biological,[ 100  102  104 ... 3194 3196 3198],55.43045502447394,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1488,[0.         0.00102766 0.00100692 ... 0.21596437 0.21567603 0.21633794],biological,[ 100  102  104 ... 3194 3196 3198],67.51245061515056,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1489,[0.03647068 0.03612386 0.03587905 ... 0.0676376  0.0676709  0.06789334],biological,[ 100  102  104 ... 3194 3196 3198],69.35277154310631,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1490,[0.32015968 0.31398144 0.30734517 ... 0.02001322 0.01641479 0.03010862],biological,[ 100  102  104 ... 3194 3196 3198],25.097476794187237,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1491,[0.06431316 0.06530203 0.06464464 ... 0.00095928 0.00035759 0.00106496],biological,[ 100  102  104 ... 3194 3196 3198],54.32485480109818,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1492,[0.00026623 0.00050846 0.         ... 0.14356652 0.14327497 0.14371891],biological,[ 100  102  104 ... 3194 3196 3198],75.91255376169278,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1493,[0.072675   0.07936633 0.072787   ... 0.02215222 0.01663608 0.0186947 ],biological,[ 100  102  104 ... 3194 3196 3198],40.93047087752824,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1494,[0.03733598 0.03424485 0.04499965 ... 0.20701724 0.19892665 0.23499999],biological,[ 100  102  104 ... 3194 3196 3198],22.18492863528736,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1495,[0.00040833 0.00067044 0.00129949 ... 0.11616251 0.11790917 0.11879596],biological,[ 100  102  104 ... 3194 3196 3198],50.33065708559994,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1496,[0.01382738 0.00230194 0.01381114 ... 0.32645435 0.35476099 0.34161539],biological,[ 100  102  104 ... 3194 3196 3198],24.758049779329067,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1497,[0.11383439 0.13410469 0.12099743 ... 0.07340941 0.06709422 0.06375743],biological,[ 100  102  104 ... 3194 3196 3198],18.494654144811182,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1498,[0.0187792  0.03186608 0.01764587 ... 0.20395511 0.19126407 0.19450321],biological,[ 100  102  104 ... 3194 3196 3198],25.00091543974438,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1499,[0.         0.00141729 0.0007862  ... 0.11769678 0.1187492  0.114369  ],biological,[ 100  102  104 ... 3194 3196 3198],40.584301215838906,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1500,[0.03961925 0.05960601 0.06239063 ... 0.24303832 0.25856198 0.24056637],biological,[ 100  102  104 ... 3194 3196 3198],21.300917190245823,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1501,[0.49991668 0.4978709  0.49808498 ... 0.11045488 0.1086298  0.10983468],biological,[ 100  102  104 ... 3194 3196 3198],46.4078161018013,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1502,[0.17293035 0.17668086 0.17306679 ... 0.00850183 0.01665244 0.01700341],biological,[ 100  102  104 ... 3194 3196 3198],34.62940536330827,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1503,[0.01316985 0.02356529 0.00722683 ... 0.13422758 0.1508263  0.14148906],biological,[ 100  102  104 ... 3194 3196 3198],23.93499747802176,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1504,[0.08494271 0.08543846 0.08498249 ... 0.10116974 0.10147238 0.10121094],biological,[ 100  102  104 ... 3194 3196 3198],51.94184846367556,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1505,[0.06439159 0.06434852 0.06429403 ... 0.02291512 0.02291573 0.02308814],biological,[ 100  102  104 ... 3194 3196 3198],73.96282746659165,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1506,[0.27201379 0.27520595 0.27492674 ... 0.00402143 0.00742036 0.        ],biological,[ 100  102  104 ... 3194 3196 3198],37.44617285986431,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1507,[0.21417933 0.27582354 0.2221692  ... 0.28482682 0.06790352 0.1718644 ],biological,[ 100  102  104 ... 3194 3196 3198],9.907308571714477,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1508,[0.19814328 0.16664492 0.18764992 ... 0.01692286 0.0188459  0.0193692 ],biological,[ 100  102  104 ... 3194 3196 3198],30.928178887120644,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1509,[0.12375896 0.16371598 0.01831264 ... 0.09281159 0.16067958 0.07445813],biological,[ 100  102  104 ... 3194 3196 3198],13.825815962374461,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1510,"[2.05933180e-01 2.08770230e-01 2.10125118e-01 ... 8.53721712e-03
 1.81854131e-04 9.29754252e-03]",biological,[ 100  102  104 ... 3194 3196 3198],35.38241580542312,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1511,[0.1610182  0.16061313 0.16047408 ... 0.037166   0.03789703 0.03784097],biological,[ 100  102  104 ... 3194 3196 3198],44.28997289031084,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1512,[0.         0.00834393 0.00877565 ... 0.16792096 0.16870999 0.17235073],biological,[ 100  102  104 ... 3194 3196 3198],37.32766219012663,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1513,[0.40573029 0.40519949 0.40455361 ... 0.01169706 0.01171516 0.01213361],biological,[ 100  102  104 ... 3194 3196 3198],71.91315447028545,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1514,[0.00029446 0.00103119 0.00214023 ... 0.13965649 0.13566732 0.1340758 ],biological,[ 100  102  104 ... 3194 3196 3198],39.565744818127705,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1515,[0.03531966 0.03499561 0.03556131 ... 0.         0.00081899 0.00013511],biological,[ 100  102  104 ... 3194 3196 3198],52.67043435060752,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1516,[0.00017659 0.00058849 0.00056363 ... 0.07721777 0.0770113  0.07721956],biological,[ 100  102  104 ... 3194 3196 3198],55.33461249452932,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1517,[0.1051692  0.10096668 0.09674592 ... 0.3620644  0.3556306  0.35896281],biological,[ 100  102  104 ... 3194 3196 3198],31.97023904006667,2,"{'cosmic_spike': True, 'fluorescence': True}"
RS_1518,[0.00161511 0.00110656 0.         ... 0.00994524 0.0096843  0.00916877],biological,[ 100  102  104 ... 3194 3196 3198],54.79529291109301,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1519,[0.         0.00062956 0.00076931 ... 0.18351336 0.18378844 0.18360145],biological,[ 100  102  104 ... 3194 3196 3198],72.17137960865489,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1520,[0.09642598 0.09757088 0.09697194 ... 0.00119372 0.00175573 0.        ],biological,[ 100  102  104 ... 3194 3196 3198],49.43809647351813,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1521,[0.06187959 0.06177005 0.05833133 ... 0.16155533 0.15435955 0.15566798],biological,[ 100  102  104 ... 3194 3196 3198],31.704553662956325,2,"{'cosmic_spike': False, 'fluorescence': False}"
